0.0210876	0.0105438	0.5
0.0174255	0.00871277	0.5
0.0146484	0.00732422	0.5
0.0128174	0.00640869	0.5
0.0112305	0.00561523	0.5
0.0101013	0.00505066	0.5
0.0093689	0.00468445	0.5
0.00820923	0.00410461	0.5
0.00646973	0.00323486	0.5
0.00485229	0.00242615	0.5
0.00299072	0.00149536	0.5
0.000732422	0.000366211	0.5
-0.00146484	-0.000732422	0.5
-0.00296021	-0.0014801	0.5
-0.00390625	-0.00195313	0.5
-0.00424194	-0.00212097	0.5
-0.0045166	-0.0022583	0.5
-0.00552368	-0.00276184	0.5
-0.00823975	-0.00411987	0.5
-0.0127869	-0.00639343	0.5
-0.0186462	-0.00932312	0.5
-0.0249329	-0.0124664	0.5
-0.0312195	-0.0156097	0.5
-0.0377808	-0.0188904	0.5
-0.0440674	-0.0220337	0.5
-0.050354	-0.025177	0.5
-0.0584106	-0.0292053	0.5
-0.069519	-0.0347595	0.5
-0.0815735	-0.0407867	0.5
-0.0914917	-0.0457458	0.5
-0.100159	-0.0500793	0.5
-0.107758	-0.0538788	0.5
-0.114594	-0.0572968	0.5
-0.12323	-0.061615	0.5
-0.132843	-0.0664215	0.5
-0.141083	-0.0705414	0.5
-0.147339	-0.0736694	0.5
-0.151947	-0.0759735	0.5
-0.155823	-0.0779114	0.5
-0.160583	-0.0802917	0.5
-0.163635	-0.0818176	0.5
-0.162872	-0.0814362	0.5
-0.162659	-0.0813293	0.5
-0.166779	-0.0833893	0.5
-0.171906	-0.0859528	0.5
-0.173218	-0.0866089	0.5
-0.170441	-0.0852203	0.5
-0.165955	-0.0829773	0.5
-0.163147	-0.0815735	0.5
-0.162811	-0.0814056	0.5
-0.161346	-0.0806732	0.5
-0.158356	-0.0791779	0.5
-0.158081	-0.0790405	0.5
-0.15863	-0.0793152	0.5
-0.159027	-0.0795135	0.5
-0.162018	-0.0810089	0.5
-0.167114	-0.0835571	0.5
-0.171478	-0.0857391	0.5
-0.170532	-0.0852661	0.5
-0.162811	-0.0814056	0.5
-0.149811	-0.0749054	0.5
-0.137085	-0.0685425	0.5
-0.127655	-0.0638275	0.5
-0.115173	-0.0575867	0.5
-0.091095	-0.0455475	0.5
-0.0513916	-0.0256958	0.5
-0.00527954	-0.00263977	0.5
0.0263367	0.0131683	0.5
0.0359802	0.0179901	0.5
0.036377	0.0181885	0.5
0.0449219	0.0224609	0.5
0.067749	0.0338745	0.5
0.0931091	0.0465546	0.5
0.109314	0.054657	0.5
0.122223	0.0611115	0.5
0.138519	0.0692596	0.5
0.154694	0.0773468	0.5
0.167542	0.0837708	0.5
0.173462	0.086731	0.5
0.174896	0.0874481	0.5
0.17804	0.0890198	0.5
0.179993	0.0899963	0.5
0.175995	0.0879974	0.5
0.162109	0.0810547	0.5
0.137695	0.0688477	0.5
0.106323	0.0531616	0.5
0.0769958	0.0384979	0.5
0.0589294	0.0294647	0.5
0.0516052	0.0258026	0.5
0.0480652	0.0240326	0.5
0.0397644	0.0198822	0.5
0.0242615	0.0121307	0.5
0.00564575	0.00282288	0.5
-0.0136414	-0.00682068	0.5
-0.0290527	-0.0145264	0.5
-0.0371399	-0.0185699	0.5
-0.0415344	-0.0207672	0.5
-0.045929	-0.0229645	0.5
-0.0533447	-0.0266724	0.5
-0.061554	-0.030777	0.5
